# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "gene" "-g" "locus_tag" "-a" "/home/nyako/projects/ProteinHunter/data/databases/target/methanosarcina_acetivorans/ncbi_dataset/data/GCF_000007345.1/genomic.gff" "-o" "counts/counts.txt" "-T" "8" "bam/SRR20281608.sorted.bam" "bam/SRR20281609.sorted.bam" "bam/SRR20281610.sorted.bam" "bam/SRR20281611.sorted.bam" "bam/SRR20280855.sorted.bam" "bam/SRR20280860.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR20281608.sorted.bam	bam/SRR20281609.sorted.bam	bam/SRR20281610.sorted.bam	bam/SRR20281611.sorted.bam	bam/SRR20280855.sorted.bam	bam/SRR20280860.sorted.bam
MA_RS12540	NC_003552.1	2992269	2993099	+	831	262	290	188	158	144	137
MA_RS12545	NC_003552.1	2993100	2995208	+	2109	1137	878	837	602	532	526
MA_RS12550	NC_003552.1	2995208	2998648	+	3441	2226	2030	1753	1513	1367	1607
MA_RS12555	NC_003552.1	2998810	2999253	-	444	479	394	303	221	136	180
MA_RS12560	NC_003552.1	2999387	2999611	-	225	390	336	326	268	216	265
MA_RS12565	NC_003552.1	2999614	3000480	-	867	535	680	372	352	474	391
MA_RS12570	NC_003552.1	3000967	3001503	+	537	1073	918	1128	1050	442	488
MA_RS12575	NC_003552.1	3001749	3002984	+	1236	2924	2493	2724	2468	2233	2258
MA_RS12580	NC_003552.1	3003323	3003964	+	642	1167	990	793	817	8326	8248
MA_RS12595	NC_003552.1	3005565	3007070	+	1506	1067	935	890	729	1283	1501
MA_RS12600	NC_003552.1	3007439	3008758	-	1320	24256	21131	22633	18082	15283	16835
MA_RS27030	NC_003552.1	3009987	3010130	+	144	910	797	1152	1004	562	636
MA_RS12605	NC_003552.1	3011058	3011258	-	201	85	64	36	25	41	63
MA_RS12610	NC_003552.1	3011832	3012434	+	603	11473	9153	6047	5837	5200	6052
MA_RS12620	NC_003552.1	3015681	3016349	-	669	2859	2622	2542	2049	2112	2781
MA_RS12625	NC_003552.1	3016402	3019578	-	3177	42506	37242	33120	29173	16410	25319
MA_RS27035	NC_003552.1	3020111	3020251	-	141	80	73	136	158	90	120
MA_RS12630	NC_003552.1	3020650	3021894	-	1245	2862	2676	2462	1890	6539	6540
MA_RS12635	NC_003552.1	3022250	3023146	-	897	1875	1376	1748	1170	875	1469
MA_RS12640	NC_003552.1	3023143	3024744	-	1602	4600	2780	3470	2245	1959	3176
MA_RS12645	NC_003552.1	3024758	3025747	-	990	3903	2215	2732	1572	1760	2734
MA_RS12650	NC_003552.1	3025768	3026043	-	276	306	199	265	213	351	656
MA_RS12655	NC_003552.1	3026082	3026771	-	690	1974	1140	1133	730	1018	1461
MA_RS12660	NC_003552.1	3026761	3027075	-	315	212	138	95	93	123	157
MA_RS12665	NC_003552.1	3027068	3027406	-	339	744	421	446	262	265	273
MA_RS12670	NC_003552.1	3027399	3027803	-	405	1083	538	358	177	322	411
MA_RS12675	NC_003552.1	3027800	3029233	-	1434	6736	3728	3483	2402	3508	4483
MA_RS12680	NC_003552.1	3029809	3030297	+	489	303	211	279	170	176	108
MA_RS12685	NC_003552.1	3030456	3030965	-	510	378	457	439	468	416	339
MA_RS12690	NC_003552.1	3031151	3031244	-	94	71	61	51	51	36	28
MA_RS12695	NC_003552.1	3031777	3032499	+	723	680	570	357	279	693	647
MA_RS12700	NC_003552.1	3032492	3033346	+	855	1671	1635	1162	919	1405	1306
MA_RS12705	NC_003552.1	3033905	3034630	-	726	242	226	248	153	149	167
MA_RS12710	NC_003552.1	3035087	3035764	-	678	1575	1103	580	565	1038	884
MA_RS12715	NC_003552.1	3035831	3036820	-	990	6172	5058	4072	3519	5825	5530
MA_RS28660	NC_003552.1	3037598	3037828	+	231	208	213	151	147	155	251
MA_RS12725	NC_003552.1	3037900	3039723	-	1824	14244	12156	12307	9833	6904	10603
MA_RS12730	NC_003552.1	3040375	3040680	+	306	460	403	454	387	561	362
MA_RS12735	NC_003552.1	3040853	3040935	+	83	23	28	22	30	32	50
MA_RS12740	NC_003552.1	3040962	3041777	-	816	2885	2289	2229	2303	1295	1307
MA_RS12745	NC_003552.1	3042074	3043180	-	1107	2349	1875	1499	1134	1924	1456
MA_RS12750	NC_003552.1	3043820	3044002	+	183	933	594	346	238	436	464
MA_RS12755	NC_003552.1	3043984	3044727	+	744	2447	1831	1128	940	2205	2372
MA_RS12760	NC_003552.1	3044744	3046399	+	1656	11717	10019	7980	6367	11566	13149
MA_RS12765	NC_003552.1	3046417	3047556	+	1140	15530	13227	11001	7907	13370	13502
MA_RS12770	NC_003552.1	3047784	3048044	-	261	15719	11144	7809	5906	9372	8671
MA_RS12780	NC_003552.1	3048935	3050386	-	1452	1061	911	852	707	966	956
MA_RS12785	NC_003552.1	3050678	3053443	-	2766	949	877	704	523	500	571
MA_RS12795	NC_003552.1	3055290	3056432	-	1143	2193	1984	2027	1870	1514	1865
MA_RS12800	NC_003552.1	3056375	3057607	-	1233	1175	1146	1047	1120	896	1143
MA_RS12805	NC_003552.1	3057607	3058455	-	849	1328	1081	1015	912	776	892
MA_RS12810	NC_003552.1	3058523	3059416	-	894	1012	800	662	586	599	532
MA_RS12815	NC_003552.1	3059748	3060212	-	465	217	181	137	105	261	199
MA_RS28665	NC_003552.1	3060820	3061074	-	255	142	170	138	116	214	208
MA_RS28670	NC_003552.1	3061136	3061321	-	186	92	191	73	76	131	120
MA_RS12825	NC_003552.1	3061394	3061648	-	255	312	346	398	384	369	413
MA_RS12830	NC_003552.1	3061711	3062409	-	699	341	351	197	218	192	148
MA_RS12835	NC_003552.1	3062537	3063424	-	888	322	281	367	283	170	209
MA_RS12840	NC_003552.1	3063602	3064528	-	927	601	400	542	311	146	183
MA_RS25575	NC_003552.1	3064763	3065460	+	698	956	871	803	622	1045	903
MA_RS12850	NC_003552.1	3065988	3067799	+	1812	11856	9111	9980	8602	9031	11522
MA_RS12855	NC_003552.1	3067796	3069598	+	1803	9281	7411	7247	7047	10168	11799
MA_RS12860	NC_003552.1	3069680	3070372	-	693	730	727	594	408	674	846
MA_RS12865	NC_003552.1	3070427	3071038	+	612	464	380	413	233	309	296
MA_RS12870	NC_003552.1	3071258	3072889	-	1632	5606	3989	3426	2003	5799	5529
MA_RS12880	NC_003552.1	3073304	3074935	-	1632	10166	7277	6532	4025	6228	9407
MA_RS12885	NC_003552.1	3075075	3075839	-	765	4335	2843	2000	1353	1836	2771
MA_RS12890	NC_003552.1	3075832	3076758	-	927	10046	7191	8042	5214	5019	7907
MA_RS12895	NC_003552.1	3076758	3077627	-	870	5424	5370	5128	3061	4418	7872
MA_RS12900	NC_003552.1	3077747	3078742	-	996	15647	13680	13749	8105	11747	17035
MA_RS12905	NC_003552.1	3078787	3080394	-	1608	89741	67602	66050	37355	89715	106106
MA_RS12910	NC_003552.1	3080771	3081094	+	324	3512	2457	2779	1802	2421	3291
MA_RS12915	NC_003552.1	3081125	3082129	-	1005	17914	12517	15884	8418	12347	19883
MA_RS12920	NC_003552.1	3082126	3082971	-	846	10585	7447	10908	7411	11176	16714
MA_RS12925	NC_003552.1	3083028	3084644	-	1617	53855	39097	44723	21774	44953	59214
MA_RS12935	NC_003552.1	3085209	3085388	+	180	167	150	231	223	196	191
MA_RS12940	NC_003552.1	3085382	3086065	-	684	466	383	269	238	407	373
MA_RS12945	NC_003552.1	3086153	3087322	-	1170	550	381	357	329	486	402
MA_RS12950	NC_003552.1	3087422	3088591	-	1170	242	142	197	134	151	200
MA_RS12955	NC_003552.1	3088597	3089766	-	1170	157	212	133	74	112	145
MA_RS25580	NC_003552.1	3089878	3091068	+	1191	203	214	216	165	225	238
MA_RS12965	NC_003552.1	3091552	3092202	+	651	405	309	264	267	389	322
MA_RS12970	NC_003552.1	3092456	3093760	-	1305	368	424	284	297	305	236
MA_RS12975	NC_003552.1	3094066	3094737	+	672	3872	2277	727	1045	1485	1361
MA_RS12980	NC_003552.1	3094832	3095623	+	792	5523	4500	4360	3901	4048	4577
MA_RS12985	NC_003552.1	3095829	3096671	+	843	3101	2621	2347	1531	993	1710
MA_RS12990	NC_003552.1	3096671	3097261	+	591	729	653	553	443	426	612
MA_RS12995	NC_003552.1	3097824	3098651	-	828	1677	1758	1784	1368	2851	2991
MA_RS13000	NC_003552.1	3099112	3099660	-	549	360	333	257	271	473	407
MA_RS13005	NC_003552.1	3099794	3102637	-	2844	2604	2046	2314	1659	971	1265
MA_RS13010	NC_003552.1	3102716	3103723	-	1008	653	509	513	347	258	373
MA_RS13015	NC_003552.1	3103804	3105366	-	1563	884	630	563	429	289	414
MA_RS13020	NC_003552.1	3105593	3105973	-	381	165	113	112	85	89	119
MA_RS13025	NC_003552.1	3106171	3106551	-	381	199	191	174	139	99	110
MA_RS13030	NC_003552.1	3106620	3107180	-	561	206	178	179	89	71	73
MA_RS13035	NC_003552.1	3108228	3112775	-	4548	3786	3327	2706	2359	2143	2618
MA_RS13040	NC_003552.1	3113263	3113784	+	522	1324	953	773	640	696	681
MA_RS13045	NC_003552.1	3113836	3114345	+	510	742	549	750	760	211	190
MA_RS13050	NC_003552.1	3114624	3116882	+	2259	30504	21013	18232	13634	17175	18153
MA_RS28675	NC_003552.1	3117886	3118386	-	501	495	363	468	341	287	315
MA_RS13060	NC_003552.1	3119761	3120225	+	465	1469	1117	812	559	693	667
MA_RS13065	NC_003552.1	3120606	3121856	+	1251	9938	8465	7559	5744	5855	6641
MA_RS13070	NC_003552.1	3121984	3122529	+	546	3163	2676	3085	2725	2794	3168
MA_RS13075	NC_003552.1	3122675	3123286	-	612	459	1192	310	225	233	238
MA_RS13085	NC_003552.1	3124686	3126677	-	1992	10946	9174	6238	6253	14994	15865
MA_RS13090	NC_003552.1	3127666	3128589	-	924	14564	10208	9112	6964	9449	8726
MA_RS13095	NC_003552.1	3128887	3130068	+	1182	10058	8845	7914	5982	7548	7394
MA_RS13100	NC_003552.1	3130714	3131325	-	612	3032	2574	2554	2188	2367	2986
MA_RS13105	NC_003552.1	3131961	3132392	+	432	849	938	659	552	681	586
MA_RS28690	NC_003552.1	3133349	3133528	+	180	69	44	36	51	39	35
MA_RS13120	NC_003552.1	3133591	3135147	+	1557	1257	1085	1175	889	1100	1123
MA_RS13125	NC_003552.1	3135636	3136244	+	609	169	123	112	90	153	133
MA_RS13130	NC_003552.1	3136231	3139932	+	3702	1139	961	845	779	965	811
MA_RS13135	NC_003552.1	3140436	3140780	-	345	546	391	318	231	258	209
MA_RS13145	NC_003552.1	3142648	3142872	+	225	3235	2201	2359	1595	4147	3118
MA_RS13150	NC_003552.1	3143359	3144546	-	1188	3149	2725	2630	2048	5252	4252
MA_RS13155	NC_003552.1	3145373	3146443	+	1071	1092	955	812	619	518	470
MA_RS13160	NC_003552.1	3146656	3146976	+	321	553	490	320	221	661	403
MA_RS13165	NC_003552.1	3147194	3147694	-	501	903	636	605	498	781	583
MA_RS13170	NC_003552.1	3147930	3149150	-	1221	2126	1231	1160	805	2512	1908
MA_RS13175	NC_003552.1	3149406	3150620	+	1215	4601	5172	3009	2428	3118	3103
MA_RS13180	NC_003552.1	3150613	3150819	+	207	186	210	90	58	107	137
MA_RS13185	NC_003552.1	3151012	3152694	-	1683	3356	2841	2473	1807	1837	2287
MA_RS13190	NC_003552.1	3153550	3154293	-	744	23870	24557	17413	19163	5582	8840
MA_RS13195	NC_003552.1	3154803	3155525	+	723	297	421	225	190	220	286
MA_RS13200	NC_003552.1	3155501	3156787	+	1287	249	265	223	201	251	231
MA_RS13210	NC_003552.1	3158011	3159384	+	1374	16652	12126	11387	6938	6214	9450
MA_RS13215	NC_003552.1	3159413	3160756	-	1344	8389	6107	6217	4874	5923	6719
MA_RS13220	NC_003552.1	3160993	3161658	-	666	1473	1377	1793	1016	1193	1626
MA_RS13225	NC_003552.1	3162053	3163042	-	990	3341	2588	1761	1104	1610	1897
MA_RS13230	NC_003552.1	3164339	3164746	+	408	1360	1570	1063	805	2385	1899
MA_RS13235	NC_003552.1	3164908	3165912	+	1005	13987	11327	9352	7651	12162	10281
MA_RS13240	NC_003552.1	3166042	3167262	+	1221	24972	21594	20036	15687	22723	22587
MA_RS13245	NC_003552.1	3167348	3167629	-	282	236	223	173	138	210	255
MA_RS13250	NC_003552.1	3169729	3170667	+	939	576	569	453	243	720	874
MA_RS13255	NC_003552.1	3170677	3172110	+	1434	1186	882	687	487	752	980
MA_RS13260	NC_003552.1	3172146	3173384	+	1239	975	832	669	437	715	798
MA_RS13265	NC_003552.1	3173481	3174317	+	837	516	532	266	153	546	635
MA_RS13270	NC_003552.1	3174427	3175542	+	1116	1550	1427	1360	1019	1161	1496
MA_RS13275	NC_003552.1	3175577	3177712	-	2136	16569	15352	13431	10261	7484	12472
MA_RS13280	NC_003552.1	3178609	3179340	+	732	18355	16748	13097	7660	13927	17353
MA_RS13285	NC_003552.1	3179476	3181599	-	2124	30032	27428	22932	15419	22676	23499
MA_RS13290	NC_003552.1	3181880	3182776	-	897	937	971	832	593	1208	1288
MA_RS13295	NC_003552.1	3183226	3183435	-	210	5184	3695	2177	1482	3073	2142
MA_RS13300	NC_003552.1	3183587	3183991	-	405	11993	9668	8109	6023	9027	8095
MA_RS13305	NC_003552.1	3184145	3184765	+	621	1286	1070	834	525	1463	1030
MA_RS13310	NC_003552.1	3184875	3185315	-	441	17143	11604	11606	7894	10264	10666
MA_RS13315	NC_003552.1	3185701	3186693	-	993	5199	5324	5173	4897	12641	10225
MA_RS27050	NC_003552.1	3186804	3187055	+	252	2	103	2	0	4	5
MA_RS13325	NC_003552.1	3187166	3188380	-	1215	990	910	732	669	918	1130
MA_RS13340	NC_003552.1	3189454	3190269	+	816	979	638	643	534	705	634
MA_RS13350	NC_003552.1	3191623	3192927	+	1305	439	422	267	300	256	224
MA_RS13355	NC_003552.1	3193488	3195092	+	1605	2552	2184	1772	1329	2150	2002
MA_RS13365	NC_003552.1	3195701	3196699	+	999	986	968	714	672	842	888
MA_RS13370	NC_003552.1	3196686	3197315	+	630	3776	3516	2741	2184	1931	2821
MA_RS13375	NC_003552.1	3197504	3199210	-	1707	17595	15770	12604	10641	7846	14005
MA_RS13380	NC_003552.1	3199278	3200285	-	1008	10697	9384	7471	6420	5274	9133
MA_RS13385	NC_003552.1	3200299	3200802	-	504	9841	8192	8439	6587	2583	4282
MA_RS13390	NC_003552.1	3201249	3202316	-	1068	13166	13202	12616	9916	10159	8451
MA_RS13395	NC_003552.1	3202579	3203688	+	1110	10765	8206	5223	4168	6960	5588
MA_RS13400	NC_003552.1	3203801	3204049	+	249	5280	5156	5746	5237	9313	9200
MA_RS13410	NC_003552.1	3204867	3206153	-	1287	172	198	127	130	237	187
MA_RS13420	NC_003552.1	3206506	3207750	-	1245	509	610	639	343	3485	2947
MA_RS24610	NC_003552.1	3207833	3210988	+	3156	1373	1192	1058	920	1245	1203
MA_RS13430	NC_003552.1	3210990	3211178	+	189	62	72	89	89	184	168
MA_RS13435	NC_003552.1	3211331	3212572	+	1242	2919	2022	1403	1181	2637	1710
MA_RS13440	NC_003552.1	3213177	3213698	+	522	576	437	467	387	471	365
MA_RS13445	NC_003552.1	3213869	3216232	-	2364	4949	5969	2981	4222	1206	1487
MA_RS13450	NC_003552.1	3216559	3216798	-	240	730	450	315	427	71	118
MA_RS13455	NC_003552.1	3216813	3217253	-	441	603	335	224	248	116	142
MA_RS13460	NC_003552.1	3217253	3219280	-	2028	5019	3378	2685	3074	1126	1320
MA_RS13465	NC_003552.1	3219295	3219534	-	240	181	122	91	100	31	36
MA_RS13470	NC_003552.1	3219531	3219836	-	306	855	535	421	428	136	174
MA_RS13475	NC_003552.1	3219833	3220204	-	372	681	507	449	663	222	312
MA_RS13480	NC_003552.1	3220201	3222234	-	2034	12355	8363	7557	8623	2689	3445
MA_RS13485	NC_003552.1	3222315	3222551	-	237	1517	1384	1418	1752	522	586
MA_RS13490	NC_003552.1	3222552	3223391	-	840	6222	3937	3252	3641	1140	1181
MA_RS13495	NC_003552.1	3223391	3223804	-	414	2590	1528	1049	1413	593	505
MA_RS13500	NC_003552.1	3223820	3224470	-	651	6544	4252	4014	5208	1002	889
MA_RS13505	NC_003552.1	3224476	3224958	-	483	14544	9500	8045	7636	3674	3299
MA_RS13515	NC_003552.1	3225273	3225656	-	384	101924	63558	96876	106112	19725	30407
MA_RS27060	NC_003552.1	3225981	3226130	+	150	70	14	9	27	40	23
MA_RS13520	NC_003552.1	3226127	3226417	+	291	126	55	48	18	112	52
MA_RS29815	NC_003552.1	3226417	3226809	+	393	199	239	148	112	290	172
MA_RS13530	NC_003552.1	3226951	3227526	-	576	1548	1339	1080	911	2785	1336
MA_RS13535	NC_003552.1	3227880	3228956	-	1077	1632	1518	1082	1172	768	580
MA_RS29430	NC_003552.1	3229190	3229321	-	132	56	72	74	31	70	53
MA_RS13540	NC_003552.1	3229629	3231125	+	1497	2122	2107	1170	1189	1670	1609
MA_RS13545	NC_003552.1	3231833	3232318	-	486	10100	8068	6461	5092	10195	10334
MA_RS13550	NC_003552.1	3232687	3234708	-	2022	4663	4581	1799	2001	4715	4543
MA_RS13555	NC_003552.1	3235205	3235744	-	540	1709	1936	1470	1597	1427	1584
MA_RS13560	NC_003552.1	3235948	3237081	-	1134	836	753	701	478	940	538
MA_RS13565	NC_003552.1	3237620	3238069	-	450	2715	2500	3123	2445	4807	3328
MA_RS13570	NC_003552.1	3238066	3238551	-	486	5973	4306	3712	3053	5416	3804
MA_RS13575	NC_003552.1	3238787	3238972	-	186	2313	1779	1608	1158	2978	1987
MA_RS13580	NC_003552.1	3238973	3239365	-	393	12971	9422	9003	5860	10086	7352
MA_RS27070	NC_003552.1	3239471	3239647	-	177	2540	1933	1648	1122	2985	2106
MA_RS13585	NC_003552.1	3239644	3239835	-	192	1902	1845	2059	1737	1762	1149
MA_RS27075	NC_003552.1	3239832	3239972	-	141	133	133	116	79	78	53
MA_RS27080	NC_003552.1	3239969	3240121	-	153	233	166	130	106	119	53
MA_RS27085	NC_003552.1	3240118	3240255	-	138	5065	3969	3465	2591	3247	1734
MA_RS13590	NC_003552.1	3240412	3240612	-	201	2741	1999	1801	1355	2593	1235
MA_RS13595	NC_003552.1	3240730	3241143	+	414	2614	2453	2368	2381	3090	2773
MA_RS13600	NC_003552.1	3241234	3241740	-	507	4483	3720	3045	2377	3666	3329
MA_RS13605	NC_003552.1	3241991	3242326	+	336	3762	2638	2026	1333	3270	1804
MA_RS27090	NC_003552.1	3242685	3242888	+	204	321	296	226	117	635	469
MA_RS29435	NC_003552.1	3243145	3243384	-	240	178	181	128	83	285	220
MA_RS13615	NC_003552.1	3243393	3244418	-	1026	185	225	162	124	343	263
MA_RS13625	NC_003552.1	3244759	3245589	-	831	6348	4595	2747	2535	3436	3810
MA_RS13630	NC_003552.1	3246012	3246272	-	261	441	374	393	328	392	410
MA_RS13635	NC_003552.1	3246294	3246719	-	426	169	179	137	105	235	207
MA_RS13640	NC_003552.1	3246716	3247261	-	546	461	404	380	295	366	297
MA_RS13645	NC_003552.1	3247791	3248459	-	669	866	906	617	495	445	581
MA_RS13650	NC_003552.1	3248967	3249215	+	249	90	80	75	48	75	84
MA_RS27095	NC_003552.1	3249281	3249424	-	144	24	43	23	28	16	19
MA_RS13655	NC_003552.1	3249431	3249946	+	516	512	375	403	294	376	310
MA_RS13660	NC_003552.1	3250240	3250566	+	327	1981	1659	2082	1556	2447	2446
MA_RS13665	NC_003552.1	3250613	3250870	-	258	1610	1485	955	565	1141	965
MA_RS28205	NC_003552.1	3250883	3251341	-	459	1323	901	860	733	520	421
MA_RS28210	NC_003552.1	3251459	3252049	-	591	1132	1090	911	678	779	759
MA_RS13675	NC_003552.1	3252462	3253766	-	1305	464	397	206	310	283	242
MA_RS13680	NC_003552.1	3254071	3254631	+	561	300	229	224	182	192	166
MA_RS13685	NC_003552.1	3255085	3255573	+	489	22653	11191	5339	3854	6404	6277
MA_RS13690	NC_003552.1	3255880	3257859	-	1980	1995	1481	1230	705	3037	2466
MA_RS13695	NC_003552.1	3258044	3259009	-	966	1157	953	875	750	760	921
MA_RS13700	NC_003552.1	3259574	3260722	+	1149	443	327	322	222	314	315
MA_RS29440	NC_003552.1	3260868	3261002	+	135	42	26	26	8	30	24
MA_RS13705	NC_003552.1	3261009	3261563	+	555	166	104	88	47	302	239
MA_RS13710	NC_003552.1	3261612	3262478	+	867	268	291	171	110	283	259
MA_RS13715	NC_003552.1	3262680	3263621	+	942	439	440	494	279	295	313
MA_RS13720	NC_003552.1	3263773	3265059	-	1287	195	207	203	147	225	190
MA_RS27100	NC_003552.1	3265155	3265334	+	180	94	98	154	181	190	114
MA_RS25595	NC_003552.1	3265694	3265843	+	150	99	45	45	26	51	27
MA_RS13725	NC_003552.1	3265921	3266904	+	984	765	689	553	450	996	750
MA_RS27105	NC_003552.1	3266950	3267093	-	144	8	11	4	4	25	17
MA_RS13730	NC_003552.1	3267202	3267735	+	534	393	167	206	138	196	222
MA_RS27110	NC_003552.1	3267814	3267969	+	156	148	99	95	66	85	116
MA_RS28700	NC_003552.1	3268130	3268288	+	159	166	137	176	61	74	107
MA_RS28705	NC_003552.1	3268419	3268811	+	393	162	126	197	117	94	80
MA_RS13740	NC_003552.1	3269154	3269714	+	561	284	253	314	223	311	220
MA_RS13745	NC_003552.1	3270322	3270882	+	561	252	150	150	96	183	125
MA_RS13750	NC_003552.1	3271158	3271400	+	243	126	92	115	104	98	103
MA_RS13755	NC_003552.1	3271551	3271973	+	423	67	41	42	36	35	34
MA_RS13765	NC_003552.1	3273086	3273601	+	516	338	336	318	236	258	300
MA_RS13770	NC_003552.1	3273812	3276166	+	2355	1543	1310	1248	888	475	729
MA_RS13775	NC_003552.1	3276371	3277351	+	981	671	650	671	450	262	432
MA_RS13780	NC_003552.1	3277504	3278844	+	1341	643	498	506	254	205	299
MA_RS13785	NC_003552.1	3278967	3280457	+	1491	1390	1225	1701	1367	855	1105
MA_RS29445	NC_003552.1	3280509	3280637	+	129	26	37	27	22	20	41
MA_RS13795	NC_003552.1	3280969	3281886	+	918	369	282	238	146	142	221
MA_RS13800	NC_003552.1	3282099	3284456	+	2358	1138	872	1015	543	413	557
MA_RS13805	NC_003552.1	3284586	3285140	+	555	502	398	276	214	192	333
MA_RS13810	NC_003552.1	3285263	3286009	+	747	1273	1119	728	682	871	946
MA_RS13815	NC_003552.1	3286017	3287537	-	1521	8127	6259	6336	4873	4878	6766
MA_RS13820	NC_003552.1	3287813	3288196	-	384	592	492	332	246	674	463
MA_RS13825	NC_003552.1	3288317	3288703	-	387	666	437	355	247	347	486
MA_RS25605	NC_003552.1	3289045	3290073	-	1029	5082	3757	3060	2180	2340	2878
MA_RS13840	NC_003552.1	3291311	3292435	+	1125	319	191	254	165	336	287
MA_RS13845	NC_003552.1	3292512	3292703	-	192	24	53	22	19	28	7
MA_RS13850	NC_003552.1	3292834	3293094	+	261	128	111	55	64	59	48
MA_RS13855	NC_003552.1	3293160	3293342	+	183	77	63	56	49	29	31
MA_RS13860	NC_003552.1	3293364	3293558	+	195	65	149	61	44	68	79
MA_RS13875	NC_003552.1	3294652	3295068	-	417	445	269	263	245	389	403
MA_RS28715	NC_003552.1	3295464	3296171	+	708	116	97	160	82	71	64
MA_RS28720	NC_003552.1	3296239	3296625	+	387	21	399	19	12	19	20
MA_RS13885	NC_003552.1	3296857	3298656	+	1800	21497	14568	16089	10203	17187	19911
MA_RS13890	NC_003552.1	3298709	3299257	+	549	4629	3796	3035	2275	3726	3001
MA_RS13895	NC_003552.1	3299817	3301175	+	1359	1728	1198	1600	1140	1765	1428
MA_RS13900	NC_003552.1	3301249	3302166	-	918	440	330	291	290	285	320
MA_RS13905	NC_003552.1	3302508	3304922	+	2415	1537	1057	570	424	1013	924
MA_RS28725	NC_003552.1	3305462	3305644	+	183	152	187	109	83	82	135
MA_RS27120	NC_003552.1	3306484	3306642	+	159	189	151	175	159	167	135
MA_RS13920	NC_003552.1	3307313	3308551	+	1239	1450	1257	946	826	1166	1145
MA_RS13925	NC_003552.1	3308692	3310299	-	1608	728	636	521	393	459	442
MA_RS13930	NC_003552.1	3311443	3312990	+	1548	3212	2548	1703	1563	2932	2404
MA_RS13935	NC_003552.1	3313308	3313694	-	387	524	453	421	421	337	320
MA_RS27125	NC_003552.1	3313873	3314043	+	171	233	182	77	91	63	96
MA_RS13940	NC_003552.1	3314040	3316778	+	2739	7082	6162	5494	4389	3918	5015
MA_RS28730	NC_003552.1	3316976	3317434	-	459	1250	1037	832	698	717	858
MA_RS28735	NC_003552.1	3317555	3318505	-	951	1409	1422	1380	1292	1760	1584
MA_RS28740	NC_003552.1	3318397	3319035	-	639	1347	1130	1259	865	502	306
MA_RS13950	NC_003552.1	3319841	3320338	+	498	450	352	242	154	327	318
MA_RS13955	NC_003552.1	3321569	3322966	+	1398	5594	3445	2955	2064	4648	3900
MA_RS13960	NC_003552.1	3324312	3324608	+	297	228	223	165	127	141	134
MA_RS13970	NC_003552.1	3326250	3327734	-	1485	638	468	368	388	449	441
MA_RS13975	NC_003552.1	3328021	3328821	+	801	490	511	501	376	906	590
MA_RS13985	NC_003552.1	3330127	3330561	-	435	62	139	26	31	284	237
MA_RS13995	NC_003552.1	3332027	3332800	-	774	2775	2675	2115	1866	1779	2432
MA_RS14000	NC_003552.1	3332724	3333245	-	522	3735	2730	1639	1991	1601	979
MA_RS24635	NC_003552.1	3334045	3334485	-	441	25	22	44	46	62	45
MA_RS14010	NC_003552.1	3334494	3334850	-	357	9	20	9	17	35	22
MA_RS14015	NC_003552.1	3335624	3336298	-	675	567	472	446	287	335	434
MA_RS14020	NC_003552.1	3336430	3337140	-	711	243	180	144	86	104	95
MA_RS14025	NC_003552.1	3337585	3338295	-	711	220	184	112	89	229	209
MA_RS14030	NC_003552.1	3338551	3338811	-	261	382	314	286	390	674	481
MA_RS27135	NC_003552.1	3338784	3338957	-	174	3	2	4	2	4	0
MA_RS14035	NC_003552.1	3338961	3339710	-	750	353	235	207	157	151	192
MA_RS14040	NC_003552.1	3339698	3340528	-	831	685	707	475	360	577	486
MA_RS14045	NC_003552.1	3340728	3341564	-	837	2662	2023	1652	1219	2490	2280
MA_RS14050	NC_003552.1	3341568	3342554	-	987	3706	2077	873	645	1526	1534
MA_RS27140	NC_003552.1	3343193	3343366	-	174	118	97	105	72	144	137
MA_RS14060	NC_003552.1	3343690	3345270	+	1581	778	674	722	440	414	471
MA_RS14070	NC_003552.1	3346085	3346900	+	816	1480	1252	1246	1015	1212	1132
MA_RS14080	NC_003552.1	3347262	3349847	+	2586	9539	8273	7679	6095	3808	5001
MA_RS14085	NC_003552.1	3350159	3351697	+	1539	2334	2679	3180	3648	5082	5799
MA_RS14095	NC_003552.1	3352959	3354479	+	1521	288	277	279	180	241	214
MA_RS14100	NC_003552.1	3354743	3357298	+	2556	9630	8519	8274	6153	4752	6822
MA_RS14105	NC_003552.1	3357319	3358035	-	717	685	730	579	517	527	578
MA_RS28745	NC_003552.1	3358317	3358778	-	462	311	366	196	173	274	217
MA_RS28750	NC_003552.1	3359122	3359604	-	483	138	106	74	47	182	153
MA_RS14120	NC_003552.1	3360001	3360585	-	585	1838	1343	1005	875	1977	1740
MA_RS14125	NC_003552.1	3360963	3361406	+	444	2225	1341	861	899	1239	1074
