locus_tag,old_locus_tag,old_locus_tag_all,gene_name,gene_biotype,seqid,start,end,strand
MA_RS15045,MA2866,"MA2866,MA_2866",MA_RS15045,protein_coding,NC_003552.1,3581153,3581611,+
MA_RS15050,MA2867,"MA2867,MA_2867",MA_RS15050,protein_coding,NC_003552.1,3581817,3583286,-
MA_RS15055,MA2868,"MA2868,MA_2868",hdrA2,protein_coding,NC_003552.1,3583283,3585664,-
MA_RS15060,MA2869,"MA2869,MA_2869",MA_RS15060,protein_coding,NC_003552.1,3585843,3586076,-
MA_RS15065,MA2870,"MA2870,MA_2870",MA_RS15065,protein_coding,NC_003552.1,3586801,3587082,+
MA_RS15075,MA2873,"MA2873,MA_2873",MA_RS15075,protein_coding,NC_003552.1,3587960,3588223,+
MA_RS15080,MA2874,"MA2874,MA_2874",MA_RS15080,protein_coding,NC_003552.1,3588541,3589137,+
MA_RS15085,MA2875,"MA2875,MA_2875",MA_RS15085,protein_coding,NC_003552.1,3589189,3589518,+
MA_RS27260,,,MA_RS27260,protein_coding,NC_003552.1,3589562,3589861,-
MA_RS15095,MA2877,"MA2877,MA_2877",MA_RS15095,protein_coding,NC_003552.1,3590331,3590795,+
MA_RS15100,MA2878,"MA2878,MA_2878",MA_RS15100,protein_coding,NC_003552.1,3590806,3592050,+
MA_RS15105,MA2879,"MA2879,MA_2879",MA_RS15105,protein_coding,NC_003552.1,3592050,3592448,+
MA_RS15110,MA2880,"MA2880,MA_2880",MA_RS15110,protein_coding,NC_003552.1,3592625,3592912,+
MA_RS15115,MA2881,"MA2881,MA_2881",MA_RS15115,protein_coding,NC_003552.1,3593159,3593992,+
MA_RS15120,MA2882,"MA2882,MA_2882",dps,protein_coding,NC_003552.1,3594276,3594827,+
MA_RS15125,MA2883,"MA2883,MA_2883",MA_RS15125,protein_coding,NC_003552.1,3595000,3595587,-
MA_RS15130,MA2884,"MA2884,MA_2884",MA_RS15130,protein_coding,NC_003552.1,3595685,3596374,-
MA_RS15135,MA2885,"MA2885,MA_2885",MA_RS15135,protein_coding,NC_003552.1,3596811,3598811,-
MA_RS15140,MA2886,"MA2886,MA_2886",MA_RS15140,protein_coding,NC_003552.1,3599184,3601895,-
MA_RS15150,MA2888,"MA2888,MA_2888",MA_RS15150,protein_coding,NC_003552.1,3602740,3604380,-
MA_RS15155,MA2889,"MA2889,MA_2889",MA_RS15155,protein_coding,NC_003552.1,3604377,3606083,-
MA_RS15160,MA2890,"MA2890,MA_2890",MA_RS15160,protein_coding,NC_003552.1,3606416,3609073,-
MA_RS15165,MA2891,"MA2891,MA_2891",MA_RS15165,protein_coding,NC_003552.1,3609519,3609704,+
MA_RS15175,MA2893,"MA2893,MA_2893",MA_RS15175,protein_coding,NC_003552.1,3611767,3613050,-
MA_RS15180,MA2894,"MA2894,MA_2894",MA_RS15180,protein_coding,NC_003552.1,3613380,3615683,+
MA_RS15185,MA2895,"MA2895,MA_2895",MA_RS15185,protein_coding,NC_003552.1,3616266,3617384,+
MA_RS15190,MA2896,"MA2896,MA_2896",MA_RS15190,protein_coding,NC_003552.1,3617629,3619536,+
MA_RS15195,MA2897,"MA2897,MA_2897",MA_RS15195,protein_coding,NC_003552.1,3619916,3622117,+
MA_RS15200,MA2899,"MA2899,MA_2899",MA_RS15200,protein_coding,NC_003552.1,3622785,3623759,+
MA_RS15205,MA2900,"MA2900,MA_2900",MA_RS15205,protein_coding,NC_003552.1,3623874,3624821,+
MA_RS15210,MA2901,"MA2901,MA_2901",MA_RS15210,protein_coding,NC_003552.1,3624922,3625485,-
MA_RS28830,,,MA_RS28830,protein_coding,NC_003552.1,3625679,3625969,+
MA_RS28835,,,MA_RS28835,protein_coding,NC_003552.1,3626051,3626353,+
MA_RS15220,MA2903,"MA2903,MA_2903",MA_RS15220,protein_coding,NC_003552.1,3626393,3627313,+
MA_RS15225,MA2904,"MA2904,MA_2904",MA_RS15225,protein_coding,NC_003552.1,3627384,3628304,+
MA_RS15235,MA2906,"MA2906,MA_2906",MA_RS15235,protein_coding,NC_003552.1,3629729,3630418,-
MA_RS15240,MA2907,"MA2907,MA_2907",MA_RS15240,protein_coding,NC_003552.1,3630483,3631727,-
MA_RS15245,MA2908,"MA2908,MA_2908",MA_RS15245,protein_coding,NC_003552.1,3632437,3633504,-
MA_RS15250,MA2909,"MA2909,MA_2909",MA_RS15250,protein_coding,NC_003552.1,3635641,3637083,-
MA_RS15255,MA2910,"MA2910,MA_2910",MA_RS15255,protein_coding,NC_003552.1,3637086,3638141,-
MA_RS15260,MA2911,"MA2911,MA_2911",MA_RS15260,protein_coding,NC_003552.1,3638164,3638412,-
MA_RS15265,MA2912,"MA2912,MA_2912",MA_RS15265,protein_coding,NC_003552.1,3638778,3640451,-
MA_RS15270,MA2914,"MA2914,MA_2914",MA_RS15270,protein_coding,NC_003552.1,3640803,3641357,-
MA_RS15275,MA2916,"MA2916,MA_2916",MA_RS15275,protein_coding,NC_003552.1,3642248,3644041,+
MA_RS15280,MA2917,"MA2917,MA_2917",MA_RS15280,protein_coding,NC_003552.1,3644084,3644899,-
MA_RS15285,MA2918,"MA2918,MA_2918",MA_RS15285,protein_coding,NC_003552.1,3645351,3646034,+
MA_RS15290,MA2919,"MA2919,MA_2919",MA_RS15290,protein_coding,NC_003552.1,3646186,3646662,+
MA_RS15295,MA2920,"MA2920,MA_2920",MA_RS15295,protein_coding,NC_003552.1,3646896,3647111,+
MA_RS15300,MA2921,"MA2921,MA_2921",MA_RS15300,protein_coding,NC_003552.1,3647181,3647474,+
MA_RS15305,MA2922,"MA2922,MA_2922",MA_RS15305,protein_coding,NC_003552.1,3647858,3648808,-
MA_RS15310,MA2923,"MA2923,MA_2923",MA_RS15310,protein_coding,NC_003552.1,3649117,3649974,+
MA_RS15315,MA2925,"MA2925,MA_2925",MA_RS15315,protein_coding,NC_003552.1,3650330,3651535,+
MA_RS27270,,,MA_RS27270,protein_coding,NC_003552.1,3651890,3652066,+
MA_RS28840,MA_2926,MA_2926,MA_RS28840,protein_coding,NC_003552.1,3652118,3654103,-
MA_RS27275,,,MA_RS27275,protein_coding,NC_003552.1,3654789,3654959,+
MA_RS15325,MA2927,"MA2927,MA_2927",MA_RS15325,protein_coding,NC_003552.1,3655319,3655552,+
MA_RS15330,MA2928,"MA2928,MA_2928",MA_RS15330,protein_coding,NC_003552.1,3656077,3657363,-
MA_RS15335,MA2929,"MA2929,MA_2929",MA_RS15335,protein_coding,NC_003552.1,3657750,3658106,-
MA_RS15340,MA2930,"MA2930,MA_2930",MA_RS15340,protein_coding,NC_003552.1,3658443,3658919,-
MA_RS15345,MA2931,"MA2931,MA_2931",MA_RS15345,protein_coding,NC_003552.1,3658991,3659908,+
MA_RS15350,,,MA_RS15350,protein_coding,NC_003552.1,3659934,3660134,-
MA_RS15355,MA2933,"MA2933,MA_2933",MA_RS15355,protein_coding,NC_003552.1,3660397,3661887,-
MA_RS15365,MA2934,"MA2934,MA_2934",MA_RS15365,protein_coding,NC_003552.1,3662841,3663530,-
MA_RS15370,MA2935,"MA2935,MA_2935",MA_RS15370,protein_coding,NC_003552.1,3663527,3664555,-
MA_RS15375,MA2936,"MA2936,MA_2936",MA_RS15375,protein_coding,NC_003552.1,3665308,3665649,+
MA_RS15390,MA2939,"MA2939,MA_2939",MA_RS15390,protein_coding,NC_003552.1,3668531,3670360,+
MA_RS15395,MA2940,"MA2940,MA_2940",MA_RS15395,protein_coding,NC_003552.1,3670488,3671405,-
MA_RS15400,MA2941,"MA2941,MA_2941",MA_RS15400,protein_coding,NC_003552.1,3671681,3672268,+
MA_RS15405,MA2942,"MA2942,MA_2942",MA_RS15405,protein_coding,NC_003552.1,3672442,3673995,-
MA_RS28120,MA_2943,MA_2943,MA_RS28120,protein_coding,NC_003552.1,3674094,3675620,-
MA_RS28845,,,MA_RS28845,protein_coding,NC_003552.1,3677144,3677317,-
MA_RS15430,MA2944,"MA2944,MA_2944",MA_RS15430,protein_coding,NC_003552.1,3677749,3678216,-
MA_RS15435,MA2945,"MA2945,MA_2945",MA_RS15435,protein_coding,NC_003552.1,3678529,3679722,+
MA_RS25735,,,MA_RS25735,protein_coding,NC_003552.1,3679837,3680519,+
MA_RS29825,,,MA_RS29825,protein_coding,NC_003552.1,3680516,3681016,-
MA_RS15455,MA2948,"MA2948,MA_2948",MA_RS15455,protein_coding,NC_003552.1,3681730,3682422,+
MA_RS15460,MA2949,"MA2949,MA_2949",MA_RS15460,protein_coding,NC_003552.1,3682508,3682963,+
MA_RS15465,MA2950,"MA2950,MA_2950",MA_RS15465,protein_coding,NC_003552.1,3683199,3683432,+
MA_RS15470,MA2951,"MA2951,MA_2951",MA_RS15470,protein_coding,NC_003552.1,3683666,3684313,-
MA_RS15475,MA2952,"MA2952,MA_2952",MA_RS15475,protein_coding,NC_003552.1,3684520,3685464,+
MA_RS15480,MA2953,"MA2953,MA_2953",MA_RS15480,protein_coding,NC_003552.1,3685529,3687121,+
MA_RS27285,,,MA_RS27285,protein_coding,NC_003552.1,3687964,3688122,+
MA_RS28850,MA_2956,MA_2956,MA_RS28850,protein_coding,NC_003552.1,3688450,3688869,+
MA_RS28855,,,MA_RS28855,protein_coding,NC_003552.1,3688785,3689081,+
MA_RS28860,,,MA_RS28860,protein_coding,NC_003552.1,3689156,3689347,+
MA_RS15500,MA2957,"MA2957,MA_2957",MA_RS15500,protein_coding,NC_003552.1,3689476,3690225,-
MA_RS15505,MA2958,"MA2958,MA_2958",MA_RS15505,protein_coding,NC_003552.1,3690213,3691043,-
MA_RS15510,MA2959,"MA2959,MA_2959",MA_RS15510,protein_coding,NC_003552.1,3691521,3693686,+
MA_RS15520,MA2961,"MA2961,MA_2961",MA_RS15520,protein_coding,NC_003552.1,3694952,3696511,+
MA_RS15525,MA2962,"MA2962,MA_2962",MA_RS15525,protein_coding,NC_003552.1,3696698,3698470,-
MA_RS15530,MA2963,"MA2963,MA_2963",MA_RS15530,protein_coding,NC_003552.1,3698467,3698985,-
MA_RS15535,MA2964,"MA2964,MA_2964",MA_RS15535,protein_coding,NC_003552.1,3699642,3699992,+
MA_RS15540,MA2965,"MA2965,MA_2965",MA_RS15540,protein_coding,NC_003552.1,3700119,3701555,-
MA_RS15545,MA2966,"MA2966,MA_2966",MA_RS15545,protein_coding,NC_003552.1,3702356,3703060,-
MA_RS15550,MA2967,"MA2967,MA_2967",MA_RS15550,protein_coding,NC_003552.1,3703170,3703823,-
MA_RS15555,MA2968,"MA2968,MA_2968",MA_RS15555,protein_coding,NC_003552.1,3704201,3705655,+
MA_RS15560,MA2969,"MA2969,MA_2969",MA_RS15560,protein_coding,NC_003552.1,3705929,3706279,+
MA_RS15570,MA2971,"MA2971,MA_2971",MA_RS15570,protein_coding,NC_003552.1,3707001,3707654,+
MA_RS15585,MA2973,"MA2973,MA_2973",MA_RS15585,protein_coding,NC_003552.1,3709189,3709434,-
MA_RS15590,,,MA_RS15590,protein_coding,NC_003552.1,3709883,3710107,+
MA_RS15595,MA2975,"MA2975,MA_2975",MA_RS15595,protein_coding,NC_003552.1,3710459,3711307,+
MA_RS15600,MA2976,"MA2976,MA_2976",MA_RS15600,protein_coding,NC_003552.1,3711459,3712295,+
MA_RS15605,MA2977,"MA2977,MA_2977",MA_RS15605,protein_coding,NC_003552.1,3712309,3712716,-
MA_RS28240,,,MA_RS28240,protein_coding,NC_003552.1,3712917,3713144,-
MA_RS15615,MA2978,"MA2978,MA_2978",MA_RS15615,protein_coding,NC_003552.1,3713230,3713490,+
MA_RS15620,,,MA_RS15620,protein_coding,NC_003552.1,3713516,3713716,+
MA_RS15625,MA2979,"MA2979,MA_2979",MA_RS15625,protein_coding,NC_003552.1,3713764,3715401,-
MA_RS15630,MA2980,"MA2980,MA_2980",MA_RS15630,protein_coding,NC_003552.1,3715482,3716204,-
MA_RS15635,MA2981,"MA2981,MA_2981",MA_RS15635,protein_coding,NC_003552.1,3716220,3716630,-
MA_RS15640,MA2982,"MA2982,MA_2982",MA_RS15640,protein_coding,NC_003552.1,3717680,3718567,+
MA_RS15645,MA2983,"MA2983,MA_2983",MA_RS15645,protein_coding,NC_003552.1,3718775,3719692,+
MA_RS29470,,,MA_RS29470,protein_coding,NC_003552.1,3719805,3719939,-
MA_RS15650,MA2984,"MA2984,MA_2984",MA_RS15650,protein_coding,NC_003552.1,3720050,3720649,+
MA_RS15655,MA2985,"MA2985,MA_2985",MA_RS15655,protein_coding,NC_003552.1,3721618,3722352,+
MA_RS15660,MA2986,"MA2986,MA_2986",MA_RS15660,protein_coding,NC_003552.1,3722417,3723019,-
MA_RS29475,,,MA_RS29475,protein_coding,NC_003552.1,3723016,3723138,-
MA_RS15665,MA2987,"MA2987,MA_2987",trpE,protein_coding,NC_003552.1,3723223,3724905,-
MA_RS15670,MA2988,"MA2988,MA_2988",MA_RS15670,protein_coding,NC_003552.1,3724892,3725608,-
MA_RS15675,MA2989,"MA2989,MA_2989",trpD,protein_coding,NC_003552.1,3725605,3726717,-
MA_RS15680,MA2990,"MA2990,MA_2990",trpA,protein_coding,NC_003552.1,3726743,3727561,-
MA_RS15685,MA2991,"MA2991,MA_2991",trpB,protein_coding,NC_003552.1,3727563,3728774,-
MA_RS15690,MA2992,"MA2992,MA_2992",MA_RS15690,protein_coding,NC_003552.1,3728980,3729786,-
MA_RS15695,MA2993,"MA2993,MA_2993",MA_RS15695,protein_coding,NC_003552.1,3730079,3730495,-
MA_RS15700,MA2994,"MA2994,MA_2994",MA_RS15700,protein_coding,NC_003552.1,3730608,3731645,-
MA_RS15705,MA_2995,MA_2995,MA_RS15705,protein_coding,NC_003552.1,3732198,3732389,-
MA_RS24715,MA_2996,MA_2996,MA_RS24715,protein_coding,NC_003552.1,3732479,3732769,+
MA_RS15710,MA2997,"MA2997,MA_2997",MA_RS15710,protein_coding,NC_003552.1,3733156,3733401,+
MA_RS15715,MA2999,"MA2999,MA_2999",MA_RS15715,protein_coding,NC_003552.1,3733870,3734163,+
MA_RS15720,MA3000,"MA3000,MA_3000",MA_RS15720,protein_coding,NC_003552.1,3734404,3735195,+
MA_RS28865,,,MA_RS28865,protein_coding,NC_003552.1,3736215,3736358,+
MA_RS29480,MA_3001,MA_3001,MA_RS29480,protein_coding,NC_003552.1,3736514,3736984,+
MA_RS29485,MA_3002,MA_3002,MA_RS29485,protein_coding,NC_003552.1,3736971,3737381,+
MA_RS15730,MA3003,"MA3003,MA_3003",MA_RS15730,protein_coding,NC_003552.1,3737662,3737952,+
MA_RS25760,,,MA_RS25760,protein_coding,NC_003552.1,3738108,3738790,-
MA_RS15745,MA3006,"MA3006,MA_3006",fae,protein_coding,NC_003552.1,3739179,3739661,+
MA_RS15750,MA3007,"MA3007,MA_3007",MA_RS15750,protein_coding,NC_003552.1,3740041,3740982,+
MA_RS15755,MA3008,"MA3008,MA_3008",MA_RS15755,protein_coding,NC_003552.1,3741243,3741869,-
MA_RS15760,MA3009,"MA3009,MA_3009",MA_RS15760,protein_coding,NC_003552.1,3742020,3742949,-
MA_RS15765,MA3010,"MA3010,MA_3010",MA_RS15765,protein_coding,NC_003552.1,3743030,3743680,-
MA_RS15770,MA3012,"MA3012,MA_3012",MA_RS15770,protein_coding,NC_003552.1,3744268,3744765,+
MA_RS15775,MA3013,"MA3013,MA_3013",MA_RS15775,protein_coding,NC_003552.1,3745410,3746447,+
MA_RS15780,MA3014,"MA3014,MA_3014",MA_RS15780,protein_coding,NC_003552.1,3746512,3747033,+
MA_RS15785,MA3015,"MA3015,MA_3015",MA_RS15785,protein_coding,NC_003552.1,3747033,3747821,+
MA_RS15790,MA3016,"MA3016,MA_3016",MA_RS15790,protein_coding,NC_003552.1,3748055,3748603,+
MA_RS15795,MA3017,"MA3017,MA_3017",MA_RS15795,protein_coding,NC_003552.1,3748748,3748969,-
MA_RS15800,MA3018,"MA3018,MA_3018",MA_RS15800,protein_coding,NC_003552.1,3749369,3749938,-
MA_RS15805,MA3019,"MA3019,MA_3019",MA_RS15805,protein_coding,NC_003552.1,3749939,3751192,-
MA_RS15810,MA3020,"MA3020,MA_3020",MA_RS15810,protein_coding,NC_003552.1,3751601,3753439,-
MA_RS15815,MA3021,"MA3021,MA_3021",MA_RS15815,protein_coding,NC_003552.1,3753783,3754718,+
MA_RS15820,MA3022,"MA3022,MA_3022",glmU,protein_coding,NC_003552.1,3754941,3756158,+
MA_RS15825,MA3023,"MA3023,MA_3023",glmS,protein_coding,NC_003552.1,3756181,3758037,+
MA_RS15830,MA3024,"MA3024,MA_3024",glmM,protein_coding,NC_003552.1,3758146,3759450,+
MA_RS15835,MA3025,"MA3025,MA_3025",glmU,protein_coding,NC_003552.1,3759447,3760640,+
MA_RS15840,MA3026,"MA3026,MA_3026",MA_RS15840,protein_coding,NC_003552.1,3760760,3761287,-
MA_RS15845,MA3027,"MA3027,MA_3027",MA_RS15845,protein_coding,NC_003552.1,3761359,3761580,+
MA_RS15855,MA3028,"MA3028,MA_3028",MA_RS15855,protein_coding,NC_003552.1,3762118,3762393,+
MA_RS15860,,,MA_RS15860,protein_coding,NC_003552.1,3762390,3762569,-
MA_RS15865,MA3029,"MA3029,MA_3029",MA_RS15865,protein_coding,NC_003552.1,3763307,3764425,+
MA_RS15870,MA3030,"MA3030,MA_3030",MA_RS15870,protein_coding,NC_003552.1,3765072,3765332,+
MA_RS15875,MA3031,"MA3031,MA_3031",rnz,protein_coding,NC_003552.1,3765588,3766505,-
MA_RS15880,MA3032,"MA3032,MA_3032",MA_RS15880,protein_coding,NC_003552.1,3766645,3768528,-
MA_RS15885,MA3033,"MA3033,MA_3033",cobA,protein_coding,NC_003552.1,3768982,3769749,+
MA_RS15890,MA3034,"MA3034,MA_3034",MA_RS15890,protein_coding,NC_003552.1,3769770,3770609,+
MA_RS29490,,,MA_RS29490,protein_coding,NC_003552.1,3771700,3771834,-
MA_RS15895,MA3035,"MA3035,MA_3035",ahbC,protein_coding,NC_003552.1,3772409,3773608,+
MA_RS15900,,,MA_RS15900,protein_coding,NC_003552.1,3774240,3774467,+
MA_RS27305,MA_3037,MA_3037,MA_RS27305,protein_coding,NC_003552.1,3774512,3774688,+
MA_RS15905,MA3038,"MA3038,MA_3038",MA_RS15905,protein_coding,NC_003552.1,3774883,3775941,+
MA_RS15910,MA3039,"MA3039,MA_3039",MA_RS15910,protein_coding,NC_003552.1,3776348,3777007,+
MA_RS15915,MA3040,"MA3040,MA_3040",MA_RS15915,protein_coding,NC_003552.1,3777203,3778117,-
MA_RS15920,MA3042,"MA3042,MA_3042",MA_RS15920,protein_coding,NC_003552.1,3778714,3779667,+
MA_RS15925,MA3043,"MA3043,MA_3043",MA_RS15925,protein_coding,NC_003552.1,3779792,3780556,+
MA_RS15930,MA3044,"MA3044,MA_3044",MA_RS15930,protein_coding,NC_003552.1,3780740,3781627,-
MA_RS15935,MA3045,"MA3045,MA_3045",MA_RS15935,protein_coding,NC_003552.1,3781609,3782415,-
MA_RS15940,MA3046,"MA3046,MA_3046",MA_RS15940,protein_coding,NC_003552.1,3782562,3783515,+
MA_RS15945,MA3047,"MA3047,MA_3047",MA_RS15945,protein_coding,NC_003552.1,3783508,3784419,+
MA_RS15950,MA3048,"MA3048,MA_3048",MA_RS15950,protein_coding,NC_003552.1,3784610,3786160,+
MA_RS15955,MA3049,"MA3049,MA_3049",MA_RS15955,protein_coding,NC_003552.1,3786207,3787148,+
MA_RS15960,MA3050,"MA3050,MA_3050",MA_RS15960,protein_coding,NC_003552.1,3787150,3788028,+
MA_RS15965,MA3051,"MA3051,MA_3051",MA_RS15965,protein_coding,NC_003552.1,3788302,3788955,+
MA_RS15970,MA3052,"MA3052,MA_3052",MA_RS15970,protein_coding,NC_003552.1,3789539,3792148,+
MA_RS27310,MA_3053,MA_3053,MA_RS27310,protein_coding,NC_003552.1,3793122,3793292,-
MA_RS15975,MA3054,"MA3054,MA_3054",MA_RS15975,protein_coding,NC_003552.1,3793454,3794449,-
MA_RS15980,MA3055,"MA3055,MA_3055",flaJ,protein_coding,NC_003552.1,3794446,3796068,-
MA_RS15985,MA3056,"MA3056,MA_3056",MA_RS15985,protein_coding,NC_003552.1,3796080,3797933,-
MA_RS15990,MA3057,"MA3057,MA_3057",MA_RS15990,protein_coding,NC_003552.1,3797967,3798683,-
MA_RS15995,MA3058,"MA3058,MA_3058",MA_RS15995,protein_coding,NC_003552.1,3798685,3799158,-
MA_RS16000,MA3059,"MA3059,MA_3059",MA_RS16000,protein_coding,NC_003552.1,3799163,3799636,-
MA_RS16005,MA3060,"MA3060,MA_3060",MA_RS16005,protein_coding,NC_003552.1,3799721,3800392,-
MA_RS16010,MA3061,"MA3061,MA_3061",MA_RS16010,protein_coding,NC_003552.1,3800466,3801038,-
MA_RS16015,MA3062,"MA3062,MA_3062",MA_RS16015,protein_coding,NC_003552.1,3801050,3801697,-
MA_RS16020,MA3063,"MA3063,MA_3063",MA_RS16020,protein_coding,NC_003552.1,3803098,3803910,-
MA_RS16025,MA3064,"MA3064,MA_3064",MA_RS16025,protein_coding,NC_003552.1,3803901,3804563,-
MA_RS16030,MA3065,"MA3065,MA_3065",MA_RS16030,protein_coding,NC_003552.1,3804560,3805162,-
MA_RS16035,MA3066,"MA3066,MA_3066",MA_RS16035,protein_coding,NC_003552.1,3805155,3807803,-
MA_RS16040,MA3067,"MA3067,MA_3067",MA_RS16040,protein_coding,NC_003552.1,3807793,3808845,-
MA_RS16045,MA3068,"MA3068,MA_3068",MA_RS16045,protein_coding,NC_003552.1,3808862,3809224,-
MA_RS16050,MA3069,"MA3069,MA_3069",MA_RS16050,protein_coding,NC_003552.1,3809243,3810043,-
MA_RS16055,MA3070,"MA3070,MA_3070",MA_RS16055,protein_coding,NC_003552.1,3810040,3810519,-
MA_RS16060,MA3071,"MA3071,MA_3071",MA_RS16060,protein_coding,NC_003552.1,3810608,3812605,-
MA_RS16065,MA3072,"MA3072,MA_3072",MA_RS16065,protein_coding,NC_003552.1,3813420,3813788,+
MA_RS16070,MA3073,"MA3073,MA_3073",hmgA,protein_coding,NC_003552.1,3814373,3815629,+
MA_RS16075,MA3074,"MA3074,MA_3074",MA_RS16075,protein_coding,NC_003552.1,3816152,3816370,-
MA_RS16080,MA3075,"MA3075,MA_3075",MA_RS16080,protein_coding,NC_003552.1,3816808,3818577,+
MA_RS16085,MA3076,"MA3076,MA_3076",MA_RS16085,protein_coding,NC_003552.1,3818564,3819415,+
MA_RS16090,MA3077,"MA3077,MA_3077",MA_RS16090,protein_coding,NC_003552.1,3819862,3820461,+
MA_RS16095,MA3078,"MA3078,MA_3078",MA_RS16095,protein_coding,NC_003552.1,3820531,3821238,+
MA_RS16100,MA3079,"MA3079,MA_3079",MA_RS16100,protein_coding,NC_003552.1,3821549,3822043,+
MA_RS16105,MA3080,"MA3080,MA_3080",MA_RS16105,protein_coding,NC_003552.1,3822043,3822558,+
MA_RS16110,MA3081,"MA3081,MA_3081",MA_RS16110,protein_coding,NC_003552.1,3822684,3823472,+
MA_RS16115,MA3082,"MA3082,MA_3082",MA_RS16115,protein_coding,NC_003552.1,3823526,3825361,+
MA_RS16120,MA3083,"MA3083,MA_3083",flaJ,protein_coding,NC_003552.1,3825358,3826920,+
MA_RS16125,MA3084,"MA3084,MA_3084",MA_RS16125,protein_coding,NC_003552.1,3827038,3827919,+
MA_RS16135,MA3085,"MA3085,MA_3085",hacA,protein_coding,NC_003552.1,3828455,3829729,-
MA_RS16140,MA3086,"MA3086,MA_3086",MA_RS16140,protein_coding,NC_003552.1,3829974,3830873,-
MA_RS16145,MA3087,"MA3087,MA_3087",MA_RS16145,protein_coding,NC_003552.1,3831310,3833994,-
MA_RS16155,MA3088,"MA3088,MA_3088",MA_RS16155,protein_coding,NC_003552.1,3835344,3836306,+
MA_RS16160,MA3089,"MA3089,MA_3089",MA_RS16160,protein_coding,NC_003552.1,3836260,3836697,+
MA_RS16165,MA3090,"MA3090,MA_3090",MA_RS16165,protein_coding,NC_003552.1,3836890,3837099,+
MA_RS16170,MA3091,"MA3091,MA_3091",MA_RS16170,protein_coding,NC_003552.1,3837172,3839439,+
MA_RS16180,MA3092,"MA3092,MA_3092",MA_RS16180,protein_coding,NC_003552.1,3839790,3840665,+
MA_RS16185,MA3093,"MA3093,MA_3093",MA_RS16185,protein_coding,NC_003552.1,3841261,3842259,+
MA_RS16190,MA3094,"MA3094,MA_3094",pstC,protein_coding,NC_003552.1,3842337,3843317,+
MA_RS16195,MA3095,"MA3095,MA_3095",pstA,protein_coding,NC_003552.1,3843314,3844216,+
MA_RS16200,MA3096,"MA3096,MA_3096",MA_RS16200,protein_coding,NC_003552.1,3844209,3846071,+
MA_RS16205,MA3097,"MA3097,MA_3097",MA_RS16205,protein_coding,NC_003552.1,3846068,3847219,+
MA_RS16210,MA3098,"MA3098,MA_3098",MA_RS16210,protein_coding,NC_003552.1,3847216,3848577,+
MA_RS16215,MA3099,"MA3099,MA_3099",MA_RS16215,protein_coding,NC_003552.1,3848826,3849467,-
MA_RS16220,MA3100,"MA3100,MA_3100",MA_RS16220,protein_coding,NC_003552.1,3849589,3850698,+
MA_RS24730,MA_3101,MA_3101,MA_RS24730,protein_coding,NC_003552.1,3851064,3855476,+
MA_RS16230,MA3102,"MA3102,MA_3102",MA_RS16230,protein_coding,NC_003552.1,3855581,3856399,+
MA_RS27315,,,MA_RS27315,protein_coding,NC_003552.1,3857172,3857339,+
MA_RS16240,MA3103,"MA3103,MA_3103",MA_RS16240,protein_coding,NC_003552.1,3857637,3858101,-
MA_RS16245,MA3104,"MA3104,MA_3104",MA_RS16245,protein_coding,NC_003552.1,3859133,3860137,+
MA_RS16250,MA3105,"MA3105,MA_3105",MA_RS16250,protein_coding,NC_003552.1,3861507,3861746,+
MA_RS16255,MA3107,"MA3107,MA_3107",MA_RS16255,protein_coding,NC_003552.1,3862275,3862517,+
MA_RS16260,MA3108,"MA3108,MA_3108",MA_RS16260,protein_coding,NC_003552.1,3862878,3864863,-
MA_RS29495,,,MA_RS29495,protein_coding,NC_003552.1,3865059,3865190,-
MA_RS16265,MA3109,"MA3109,MA_3109",MA_RS16265,protein_coding,NC_003552.1,3865215,3866804,-
MA_RS16270,MA3110,"MA3110,MA_3110",MA_RS16270,protein_coding,NC_003552.1,3867455,3867709,-
MA_RS16275,MA3111,"MA3111,MA_3111",MA_RS16275,protein_coding,NC_003552.1,3867810,3868289,-
MA_RS16285,MA3113,"MA3113,MA_3113",MA_RS16285,protein_coding,NC_003552.1,3868573,3868992,+
MA_RS16290,MA3114,"MA3114,MA_3114",MA_RS16290,protein_coding,NC_003552.1,3869108,3869608,-
MA_RS16295,MA3115,"MA3115,MA_3115",MA_RS16295,protein_coding,NC_003552.1,3869747,3871033,+
MA_RS16300,MA3117,"MA3117,MA_3117",MA_RS16300,protein_coding,NC_003552.1,3871970,3872506,+
MA_RS16305,MA3118,"MA3118,MA_3118",MA_RS16305,protein_coding,NC_003552.1,3872796,3873818,+
MA_RS16310,MA3119,"MA3119,MA_3119",MA_RS16310,protein_coding,NC_003552.1,3874134,3874814,+
MA_RS16315,MA3120,"MA3120,MA_3120",MA_RS16315,protein_coding,NC_003552.1,3874988,3876439,+
MA_RS16320,MA3121,"MA3121,MA_3121",MA_RS16320,protein_coding,NC_003552.1,3877165,3878382,+
MA_RS16325,MA3122,"MA3122,MA_3122",MA_RS16325,protein_coding,NC_003552.1,3878876,3880135,+
MA_RS16330,MA3123,"MA3123,MA_3123",istB,protein_coding,NC_003552.1,3880287,3881060,-
MA_RS16335,MA3124,"MA3124,MA_3124",istA,protein_coding,NC_003552.1,3881057,3882301,-
MA_RS16340,MA3125,"MA3125,MA_3125",MA_RS16340,protein_coding,NC_003552.1,3882609,3883076,+
